programme_code,programme_name,difficulty,weight,question,option_A,option_B,option_C,option_D,answer_letter,answer_text
BYP,BRAC Youth Platform (BYP),Hard,2,Which risk or challenge is BRAC Youth Platform (BYP) MOST concerned with?,urban disaster and infrastructure gaps,system downtime and data risks,limited pathways and underemployment,water contamination and poor sanitation,C,limited pathways and underemployment
WASH,"Water, Sanitation and Hygiene (WASH)",Easy,1,What does WASH stand for?,"Water, Sanitary and Health","Water, Sanitation and Hygiene","Water, Sanitation and Health",WASH is WASH. There is no abbreviation for it.,B,"Water, Sanitation and Hygiene"
WASH,"Water, Sanitation and Hygiene (WASH)",Easy,1,What are the names of the innovations showcased at the Innovation Fair?,"1. IWRM
2. Community Water Supply through School
","1. Community Water Supply through School
2. Menstrual Hygiene Management (MHM) through a Digital Platform (Ananya App)","1. Menstrual Hygiene Management (MHM) through a Digital Platform (Ananya App)
2. IWRM

","1. Menstrual Hygiene Management (MHM) through a Digital Platform (Ananya App)
2. IWRM
3. Community Water Supply through School",D,"1. Menstrual Hygiene Management (MHM) through a Digital Platform (Ananya App)
2. IWRM
3. Community Water Supply through School"
WASH,"Water, Sanitation and Hygiene (WASH)",Easy,1,What does MHM stand for?,Menstrual Health Movement,Menstrual Hygiene Management,Monthly Hygiene Monitoring,Menstrual Health Maintenance,B,Menstrual Hygiene Management
WASH,"Water, Sanitation and Hygiene (WASH)",Easy,1,"What technology was used in the""Community water supply through school"" intervention?",Reverse Osmosis ,Water purification tablets,Rainwater barrels only,Managed Aquifer Recharge (MAR),D,Managed Aquifer Recharge (MAR)
WASH,"Water, Sanitation and Hygiene (WASH)",Easy,1,"What is the name of the school where ""Community water supply through school"" intervention is implemented?",Chinasho Senior Alim Madrasah,Comilla Zilla School,Chittagong Collegiate School and College,Chowmohani Khurshid High School and College,A,Chinasho Senior Alim Madrasah
WASH,"Water, Sanitation and Hygiene (WASH)",Easy,1,What does IWRM stand for? ,Integrated Water and Rainwater Management,Interdisciplinary Water Reserve Management,Integrated Water Resources Management,International Water Rights Movement,C,Integrated Water Resources Management
WASH,"Water, Sanitation and Hygiene (WASH)",Medium,1.5,How often should sanitary pads generally be changed during menstruation to maintain good hygiene?,Once a day,Every 4–6 hours,Every 12 hours,Only when it feels uncomfortable,B,Every 4–6 hours
WASH,"Water, Sanitation and Hygiene (WASH)",Medium,1.5,"Which of the following is a key component of effective Menstrual Hygiene Management (MHM)?
","Access to safe water, sanitary latrines, and disposal facilities",Only providing free sanitary pads,Conducting awareness sessions for women only,Ignoring cultural taboos around menstruation,A,"Access to safe water, sanitary latrines, and disposal facilities"
WASH,"Water, Sanitation and Hygiene (WASH)",Medium,1.5,"In the Barendra region intervention, why was Managed Aquifer Recharge (MAR) chosen as a solution?
","Because it filters river water for irrigation
","Because it helps restore groundwater levels in water-scarce areas
","Because it is cheaper than bottled water
",Because it collects rainwater in tanks,B,"Because it helps restore groundwater levels in water-scarce areas
"
WASH,"Water, Sanitation and Hygiene (WASH)",Medium,1.5,"Which of the following outcomes best reflects the success of the ""Community water supply through school"" intervention?
","Reduced school enrollment
","Improved access to safe water and reduced dependency on unsafe sources
","Increased groundwater depletion
",Higher water bills for household,B,Improved access to safe water and reduced dependency on unsafe sources
WASH,"Water, Sanitation and Hygiene (WASH)",Medium,1.5,"In an IWRM approach, what should be the primary purpose of using water from a piped water network?",Large-scale commercial farming,For drinking and cooking purposes only,Only for industrial activities,Recreational water parks,B,For drinking and cooking purposes only
WASH,"Water, Sanitation and Hygiene (WASH)",Medium,1.5,"Which of the following best describes the objective of Menstrual Hygiene Management (MHM) programmes in schools?
","To distribute sanitary pads only
",To create an enabling environment by addressing stigma and reducing gaps about information regarding Menstrual Hygiene Management ,"To teach biology lessons
",To provide first aid training,B,To create an enabling environment by addressing stigma and reducing gaps about information regarding Menstrual Hygiene Management 
WASH,"Water, Sanitation and Hygiene (WASH)",Hard,2,"Which factor most contributed to water scarcity in Barind regions like Tanore, prompting the need for IWRM interventions?",Excessive industrial pollution,High rainfall throughout the year,Too many surface water bodies,Depleted underground aquifers and unreliable daily water sources,D,Depleted underground aquifers and unreliable daily water sources
WASH,"Water, Sanitation and Hygiene (WASH)",Hard,2,What makes the School-to-Community water supply model a climate-resilient WASH solution?,It integrates MAR technology with piped distribution to reduce groundwater stress,"It uses community ponds as the primary drinking water source
",It provides water only during school hours,It relies only on surface water treatment,A,It integrates MAR technology with piped distribution to reduce groundwater stress
WASH,"Water, Sanitation and Hygiene (WASH)",Hard,2,"In the IWRM approach in Ampukuria, Tanore, what is the key ecological function of excavated ponds?","Providing treated drinking water to households
","Supporting fisheries to generate school income
","Supplying non-potable water to reduce extraction from natural sources
","Storing excess groundwater from MAR systems
",C,Supplying non-potable water to reduce extraction from natural sources
WASH,"Water, Sanitation and Hygiene (WASH)",Hard,2,The MHM component of the initiative addresses stigma primarily by:,"Distributing disposable pads every month
",Conducting sessions only for adolescent girls,Training male teachers and engaging boys in adolescence discussions,Installing vending machines for sanitary pads,C,Training male teachers and engaging boys in adolescence discussions
WASH,"Water, Sanitation and Hygiene (WASH)",Hard,2,Which of the following best explains how IWRM “gives back to nature what has been taken”?,"By limiting water use for agriculture
","By injecting harvested rainwater into depleted aquifers
","By prohibiting groundwater extraction entirely
",By diverting river water to community ponds,B,"By injecting harvested rainwater into depleted aquifers
"
WASH,"Water, Sanitation and Hygiene (WASH)",Hard,2,How does the IWRM approach in the Barind region primarily contribute to long-term climate resilience?,"By increasing dependence on deep tube wells
",By expanding agricultural land for higher water demand,By replacing community participation with automated systems,By restoring the hydrological cycle through aquifer recharge and ecological protection,D,By restoring the hydrological cycle through aquifer recharge and ecological protection
WASH,"Water, Sanitation and Hygiene (WASH)",Hard,2,1. Which strategy in the MHM intervention directly addresses the intergenerational transfer of menstrual stigma?,Providing only disposable sanitary pads to adolescent girls,Conducting sessions exclusively with female students,"Engaging parents, teachers (both male and female), and adolescent boys in dialogue-based MHM sessions",Introducing strict school policies on menstrual hygiene,C,"Engaging parents, teachers (both male and female), and adolescent boys in dialogue-based MHM sessions"
WASH,"Water, Sanitation and Hygiene (WASH)",Hard,2,How does the Ananya App enhance MHM outcomes beyond traditional awareness sessions?,By replacing all in-person MHM education in schools,"By providing on-demand, accurate menstrual health information and reducing reliance on cultural myths",By monitoring students’ menstrual cycles for school records,By distributing menstrual products through the app,B,"By providing on-demand, accurate menstrual health information and reducing reliance on cultural myths"
IDP,Integrated Development Programme (IDP),Easy,1,Which area is MOST central to Integrated Development Programme (IDP)?,integrated rural development,social empowerment and legal aid,skills training and employability,humanitarian response and protection,A,integrated rural development
IDP,Integrated Development Programme (IDP),Easy,1,Who are the primary participants/beneficiaries for Integrated Development Programme (IDP)?,households and schools,hard-to-reach communities,"women, children and families",climate-vulnerable households,B,hard-to-reach communities
IDP,Integrated Development Programme (IDP),Easy,1,Which activity best matches Integrated Development Programme (IDP)’s core work?,production and sale of plant saplings,community-based disaster preparedness and early warning,multi-sector services through one platform,self-learning worksheets and guided practice,C,multi-sector services through one platform
IDP,Integrated Development Programme (IDP),Medium,1.5,Which Sustainable Development Goal aligns BEST with Integrated Development Programme (IDP)?,SDG 6: Clean Water and Sanitation,SDG 4: Quality Education,SDG 5: Gender Equality,SDG 1: No Poverty,D,SDG 1: No Poverty
IDP,Integrated Development Programme (IDP),Medium,1.5,Integrated Development Programme (IDP) operates primarily in which setting?,migration hubs and community centres,char/haor/remote areas,enterprise IT and field tech,"schools, campuses and communities",B,char/haor/remote areas
IDP,Integrated Development Programme (IDP),Medium,1.5,Which indicator BEST reflects success for Integrated Development Programme (IDP)?,literacy/numeracy gains and retention,households reached across multiple services,system uptime and user adoption,progress through levels and improved numeracy/literacy,B,households reached across multiple services
IDP,Integrated Development Programme (IDP),Hard,2,Integrated Development Programme (IDP) commonly partners with which stakeholders?,internal programmes and tech partners,local government and technical agencies,local government and programme clusters,"schools, parents and communities",C,local government and programme clusters
IDP,Integrated Development Programme (IDP),Hard,2,What is the MAIN delivery channel used by Integrated Development Programme (IDP)?,household visits and health campaigns,one-stop centres and outreach,work-based learning and certification,teachers’ training and learning materials,B,one-stop centres and outreach
IDP,Integrated Development Programme (IDP),Hard,2,Which innovation is TYPICAL of Integrated Development Programme (IDP)?,competency-based curricula and RPL,remedial education and playful learning,integrated protection and basic services,co-located services and last-mile delivery,D,co-located services and last-mile delivery
IDP,Integrated Development Programme (IDP),Hard,2,Which risk or challenge is Integrated Development Programme (IDP) MOST concerned with?,climate variability and slow-onset stresses,spoilage and price volatility,service fragmentation and access barriers,income shocks and limited collateral,C,service fragmentation and access barriers
GJD,Gender Justice & Diversity (GJD),Easy,1,Which area is MOST central to Gender Justice & Diversity (GJD)?,agri-inputs and improved seed,skills training and employability,gender justice and diversity,dairy processing and nutrition,C,gender justice and diversity
GJD,Gender Justice & Diversity (GJD),Easy,1,Who are the primary participants/beneficiaries for Gender Justice & Diversity (GJD)?,hard-to-reach communities,"women, girls and marginalised groups",aspiring and returning migrants,women and vulnerable groups,B,"women, girls and marginalised groups"
GJD,Gender Justice & Diversity (GJD),Easy,1,Which activity best matches Gender Justice & Diversity (GJD)’s core work?,self-learning worksheets and guided practice,advocacy campaigns and policy dialogue,gender mainstreaming and training,"sequenced support: assets, coaching and savings",C,gender mainstreaming and training
GJD,Gender Justice & Diversity (GJD),Medium,1.5,Which Sustainable Development Goal aligns BEST with Gender Justice & Diversity (GJD)?,SDG 5: Gender Equality,SDG 13: Climate Action,SDG 1: No Poverty,SDG 3: Good Health and Well-being,A,SDG 5: Gender Equality
GJD,Gender Justice & Diversity (GJD),Medium,1.5,Gender Justice & Diversity (GJD) operates primarily in which setting?,community and policy platforms,ponds and aquaculture hubs,institutions and communities,milk sheds and markets,C,institutions and communities
GJD,Gender Justice & Diversity (GJD),Medium,1.5,Which indicator BEST reflects success for Gender Justice & Diversity (GJD)?,repayment rates and enterprise growth,adoption of climate-resilient practices,neighbourhoods with better services and governance,gender-responsive policies and practices,D,gender-responsive policies and practices
GJD,Gender Justice & Diversity (GJD),Hard,2,Gender Justice & Diversity (GJD) commonly partners with which stakeholders?,growers and local distributors,"ministries, CSOs and networks",community groups and financial institutions,local government and programme clusters,B,"ministries, CSOs and networks"
GJD,Gender Justice & Diversity (GJD),Hard,2,What is the MAIN delivery channel used by Gender Justice & Diversity (GJD)?,capacity building and advocacy,adaptation clinics and community workshops,household visits and health campaigns,service centres and outreach,A,capacity building and advocacy
GJD,Gender Justice & Diversity (GJD),Hard,2,Which innovation is TYPICAL of Gender Justice & Diversity (GJD)?,co-located services and last-mile delivery,gender audits and inclusive design,improved breeds and pond management,quality testing and value-added products,B,gender audits and inclusive design
GJD,Gender Justice & Diversity (GJD),Hard,2,Which risk or challenge is Gender Justice & Diversity (GJD) MOST concerned with?,system downtime and data risks,low survival and pest risks,spoilage and price volatility,discrimination and harmful norms,D,discrimination and harmful norms
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Easy,1,What is the main goal of the BPL ?,To send as many migrants abroad as possible,"To promote safe, orderly, skilled, middleman free and low cost migration ",To reduce the number of migrants,To increase middlemen’s involvement,B,"To promote safe, orderly, skilled, middleman free and low cost migration "
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Easy,1,How does the Sandbox reduce migration costs?,By using digital apps only,By eliminating unnecessary intermediaries,By increasing training fees,By charging extra for service,B,By eliminating unnecessary intermediaries
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Easy,1,What does BISD primarily do for BPL Sandbox candidates?,Provide training following BCA Syllabus and confirms NSDA certification,Manage visa approvals,Arrange travel tickets,Conduct online interviews,A,Provide advanced training and certification
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Easy,1,What is the primary focus of BPL’s work?,Agriculture development,Overseas employment and migration support,Tourism promotion,Microfinance lending,B,Overseas employment and migration support
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Easy,1,Who can receive BPL’s services?,Students only,Only government officials,Aspiring overseas job seekers,Tourists,C,Aspiring overseas job seekers
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Easy,1,What type of training does BPL arrange before sending candidates abroad?,Skill training,Pre-departure training ,Interview preparation training ,All of the above,D,All of the above
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Medium,1.5,The RPL program conducted by BPL in Bangladesh focuses on:,Recognizing prior learning and work experience,Rural population livelihood,Renewable power logistics,Regional placement linkages,A,Recognizing prior learning and work experience
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Medium,1.5,BPL’s Sandbox project aims to create models that can be:,Piloted and scaled for ethical recruitment,Used only once, Restricted to a single country,Focused on entertainment content,A,Piloted and scaled for ethical recruitment
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Medium,1.5,What kind of support does BPL provide after a migrant leaves Bangladesh?,Welfare follow-up,Passport renewal,Local business startup,Job changing guidelines ,A,Welfare follow-up
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Medium,1.5,Which statement is true about BPL’s recruitment process?,Candidates are guided from application to pre-departure stage,Only employers handle interviews,No verification is done,BPL sends workers without tests,A,Candidates are guided from application to pre-departure stage
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Medium,1.5,Which of the following organizations is not a Sandbox partner with BPL?,Asia Philanthropy Circle,BOP Hub,BRAC Migration Programme,World Vision,D,World Vision
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Medium,1.5,BPL’s training-to-placement approach helps ensure:,Any kind of migration,Better job readiness and smooth overseas transition,Only visa assistance,Internships only,A,Any kind of migration
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Hard,2,Which Singapore authority accredits the Skills Evaluation Certificate (Knowledge) test that BPL candidates take?,Building and Construction Authority (BCA),National Skill Development Authority (NSDA),Ministry of Manpower (MOM),Workforce Singapore (WSG),A,Building and Construction Authority (BCA)
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Hard,2,Which key global migration principle does BPL’s recruitment model align with?,"Global Compact for Safe, Orderly and Regular Migration (GCM)",International Tourism Accord,Regional Labor Charter,ASEAN Employment Pact,A,"Global Compact for Safe, Orderly and Regular Migration (GCM)"
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Hard,2,How many sectors does BPL sandbox cover?,Construction sector,Shipbuilding Sector,Service sector,None ,A,Construction sector 
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Hard,2,How can Bangladesh ensure its Skill certificates are accepted abroad without re-testing? ,Develop advocacy framework with WTO for skills recognition,Develop bilateral agreement between destination country Immigration,Develop mutual recognition arrangements with ASEAN,"Develop mutual recognition arrangements (MRAs) with EQF, AQRF,  and WSQ",D,"Develop mutual recognition arrangements(MRAs) with ASEAN Qualifications Reference Framework (AQRF), European Qualifications Framework (EQF), Japan’s National Occupational Skills Standards (JITCO/SSW), and,Singapore Workforce Skills Qualifications (WSQ)"
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Hard,2,"What governance and data systems are needed for a unified worker registry linking certification, migration history, and employer feedback?",Inter-Ministerial Coordination and Data Ownership,System for data tracibility only,"Unified worker registry is required to ensuring transparency, traceability, and trust across the entire migration value chain - from training and certification to overseas employment and reintegration",Negotiation among stakeholders,C,"Unified worker registry is required to ensuring transparency, traceability, and trust across the entire migration value chain - from training and certification to overseas employment and reintegration"
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Hard,2,Which factor most limits Bangladesh’s global skill recognition?,Absence of internationally benchmarked testing standards,Lack of worker demand abroad,Overdependence on domestic industries,Insufficient English-language training,A,Absence of internationally benchmarked testing standards
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Hard,2,What role can the private sector play in ensuring ethical migration ecosystems?,"Co-investing in transparent training, certification, and recruitment pathways",Leading recruitment without oversight,Managing visa approvals directly,Controlling wage payment mechanisms abroad,A,"Co-investing in transparent training, certification, and recruitment pathways"
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Hard,2,"In a fully functional ethical migration model, what entity should verify job offers before deployment?",By the recruiting agent alone,Jointly by the sending-country authority and verified employer registry,By the training center manager,By the worker’s community leader,B,Jointly by the sending-country authority and verified employer registry
UPG,Ultra-Poor Graduation Programme (UPG),Easy,1,Which area is MOST central to Ultra-Poor Graduation Programme (UPG)?,primary and non-formal education,ultra-poverty graduation,inclusive financial services,migration support services,B,ultra-poverty graduation
UPG,Ultra-Poor Graduation Programme (UPG),Easy,1,Who are the primary participants/beneficiaries for Ultra-Poor Graduation Programme (UPG)?,hard-to-reach communities,aspiring and returning migrants,ultra-poor households,hazard-exposed communities,C,ultra-poor households
UPG,Ultra-Poor Graduation Programme (UPG),Easy,1,Which activity best matches Ultra-Poor Graduation Programme (UPG)’s core work?,self-learning worksheets and guided practice,multi-sector humanitarian assistance,school support and learning centres,"sequenced support: assets, coaching and savings",D,"sequenced support: assets, coaching and savings"
UPG,Ultra-Poor Graduation Programme (UPG),Medium,1.5,Which Sustainable Development Goal aligns BEST with Ultra-Poor Graduation Programme (UPG)?,SDG 1: No Poverty,SDG 13: Climate Action,SDG 2: Zero Hunger,SDG 8: Decent Work and Economic Growth,A,SDG 1: No Poverty
UPG,Ultra-Poor Graduation Programme (UPG),Medium,1.5,Ultra-Poor Graduation Programme (UPG) operates primarily in which setting?,rural and urban learning spaces,"schools, campuses and communities",flood- and cyclone-prone areas,rural and peri-urban,D,rural and peri-urban
UPG,Ultra-Poor Graduation Programme (UPG),Medium,1.5,Which indicator BEST reflects success for Ultra-Poor Graduation Programme (UPG)?,neighbourhoods with better services and governance,sustained income and asset growth,repayment rates and enterprise growth,service uptake and health outcomes,B,sustained income and asset growth
UPG,Ultra-Poor Graduation Programme (UPG),Hard,2,Ultra-Poor Graduation Programme (UPG) commonly partners with which stakeholders?,civil society and media,industry and training providers,local government and MFIs,internal programmes and tech partners,C,local government and MFIs
UPG,Ultra-Poor Graduation Programme (UPG),Hard,2,What is the MAIN delivery channel used by Ultra-Poor Graduation Programme (UPG)?,"clubs, bootcamps and events",coaching visits and group platforms,work-based learning and certification,service centres and outreach,B,coaching visits and group platforms
UPG,Ultra-Poor Graduation Programme (UPG),Hard,2,Which innovation is TYPICAL of Ultra-Poor Graduation Programme (UPG)?,high-yield and stress-tolerant varieties,remedial education and playful learning,graduation approach and tailored coaching,paralegal support and safe referral systems,C,graduation approach and tailored coaching
UPG,Ultra-Poor Graduation Programme (UPG),Hard,2,Which risk or challenge is Ultra-Poor Graduation Programme (UPG) MOST concerned with?,chronic poverty and shocks,spoilage and price volatility,income shocks and limited collateral,"fraud, exploitation and misinformation",A,chronic poverty and shocks
SDP,BRAC Skills Development Programme (SDP),Easy,1,What are the key focus areas of the PROMISE project?,Acquiring business skills,Business-related advice,Loan linkage,All of the above,D,All of the above
SDP,BRAC Skills Development Programme (SDP),Easy,1,From where does BRAC bring solutions to any problem?,From the head office,From experts,From the community,From European countries,C,From the community
SDP,BRAC Skills Development Programme (SDP),Easy,1,Which of the following does not go with PROMISE?,Works on developing entrepreneurs,The oldest project,Provides loan linkage,For those who want to start a new business and are skilled in various trades,B,The oldest project
SDP,BRAC Skills Development Programme (SDP),Easy,1,Which of the following applies to BISD Online?,All trainings can be delivered online,Everyone can take training online,Some skill trainings can be provided online,None of the above,C,Some skills training can be provided online
SDP,BRAC Skills Development Programme (SDP),Easy,1,Which of the following is not related to the STAR program?,Master–Apprentice model,Apprenticeship-based model,The largest program of SDP,Started in 2018,C,The largest programme under SDP
SDP,BRAC Skills Development Programme (SDP),Easy,1,How many pillars does BRAC have in total?,Seven,Nine,Four,Two,C,Four
SDP,BRAC Skills Development Programme (SDP),Medium,1.5,What activities do we perform during the preparatory phase of the STAR program?,Trade selection,Trainee selection,Module development,All of the above,D,All of the above
SDP,BRAC Skills Development Programme (SDP),Medium,1.5,Which of the following is not included in PROMISE training?,Training,Mentoring,Job placement,Loan linkage,C,Job placement
SDP,BRAC Skills Development Programme (SDP),Medium,1.5,What does Enterprise Development work on?,Works on providing business-related training to small entrepreneurs,Encourages new entrepreneurs to join online training,Provides loans,None of the above,A,Works on business-related training for small entrepreneurs
SDP,BRAC Skills Development Programme (SDP),Medium,1.5,In which area does TaroWorks not assist us?,Strong targeting,Ensuring presence of officials,Training quality,Employment training,B,Ensuring officials’ attendance
SDP,BRAC Skills Development Programme (SDP),Medium,1.5,Which of the following is not a part of institution-based skills training?,Job assurance,Training based on industry needs,Hands-on and soft skills training,360-hour training under CBT&A method,"A, D",Job assurance and 360-hour training under CBT&A method
SDP,BRAC Skills Development Programme (SDP),Medium,1.5,What does Career Hub do?,Works on preparing unemployed youth for employment,Works on training in new trades,Coaching center for government jobs,None of the above,A,Works to prepare unemployed youth for employment
SDP,BRAC Skills Development Programme (SDP),Hard,2,In which year did the STAR program begin?,2011,2012,2013,2014,B,2012
SDP,BRAC Skills Development Programme (SDP),Hard,2,Which of the government’s Sustainable Development Goals (SDGs) is the Skills Development Programme not contributing to?,SDG 4 (Quality Education),"SDG 16 (Peace, Justice, and Strong Institutions)",SDG 8 (Decent Work and Economic Growth),SDG 5 (Gender Equality),B,"SDG 16 (Peace, Justice and Strong Institutions)"
SDP,BRAC Skills Development Programme (SDP),Hard,2,Which type of training is not organized by the Skills Development Programme (SDP)?,Apprenticeship-based training,Institute-based training,Management-related training,Career counseling,C,Management-related training
SDP,BRAC Skills Development Programme (SDP),Hard,2,What new initiative is the Skills Development Programme (SDP) going to start?,On climate-resilient livelihoods,On Enterprise Development,On gender equality,About data,A,On climate-resilient livelihoods
SDP,BRAC Skills Development Programme (SDP),Hard,2,In which year was the Skills Development Programme (SDP) established?,2012,2013,2014,2015,D,2015
SDP,BRAC Skills Development Programme (SDP),Hard,2,What is the full form of BRAC–ISD?,BRAC Institute of Skillful Development,BRAC International Skill Directorate,BRAC Institute for Sustainable Development,BRAC Institute of Skills Development,D,BRAC Institute of Skills Development
SDP,BRAC Skills Development Programme (SDP),Hard,2,What is the correct full form of PROMISE?,Promoting Business Innovation for Small Enterprises,Providing Business Incubation for Startup Enterprises,Promoting Business Investments for Small Entrepreneurs,Promoting Business Incubation for Small Entrepreneurs,D,Promoting Business Incubation for Small Entrepreneurs
SDP,BRAC Skills Development Programme (SDP),Hard,2,With which organization’s Decent Work agenda do we align our activities?,World Bank,ILO (International Labour Organization),Government of Bangladesh,American Embassy,B,ILO
BHP,BRAC Health Programme,Easy,1,Which area is MOST central to BRAC Health Programme?,disaster risk reduction and preparedness,agri-inputs and improved seed,integrated rural development,primary health and community health systems,D,primary health and community health systems
BHP,BRAC Health Programme,Easy,1,Who are the primary participants/beneficiaries for BRAC Health Programme?,smallholder farmers and consumers,aspiring and returning migrants,low-income entrepreneurs,"women, children and families",D,"women, children and families"
BHP,BRAC Health Programme,Easy,1,Which activity best matches BRAC Health Programme’s core work?,"information, counselling and linkage to services",gender mainstreaming and training,"clubs, volunteering and innovation challenges",community health workers and clinics,D,community health workers and clinics
BHP,BRAC Health Programme,Medium,1.5,Which Sustainable Development Goal aligns BEST with BRAC Health Programme?,SDG 4: Quality Education,SDG 15: Life on Land,SDG 3: Good Health and Well-being,SDG 13: Climate Action,C,SDG 3: Good Health and Well-being
BHP,BRAC Health Programme,Medium,1.5,BRAC Health Programme operates primarily in which setting?,ponds and aquaculture hubs,communities and health facilities,char/haor/remote areas,rural and urban learning spaces,B,communities and health facilities
BHP,BRAC Health Programme,Medium,1.5,Which indicator BEST reflects success for BRAC Health Programme?,clients counselled and safe migration outcomes,service uptake and health outcomes,saplings sold and survival rates,milk quality and volumes processed,B,service uptake and health outcomes
BHP,BRAC Health Programme,Hard,2,BRAC Health Programme commonly partners with which stakeholders?,disaster management committees and volunteers,"UN agencies, NGOs and government",legal aid and protection services,government health system and partners,D,government health system and partners
BHP,BRAC Health Programme,Hard,2,What is the MAIN delivery channel used by BRAC Health Programme?,household visits and health campaigns,work-based learning and certification,"risk alerts, drills and training",retail outlets and fairs,A,household visits and health campaigns
BHP,BRAC Health Programme,Hard,2,Which innovation is TYPICAL of BRAC Health Programme?,youth-led solutions and peer learning,diverse species and better propagation,quality testing and value-added products,digital registers and tele-counselling,D,digital registers and tele-counselling
BHP,BRAC Health Programme,Hard,2,Which risk or challenge is BRAC Health Programme MOST concerned with?,discrimination and harmful norms,preventable illness and access gaps,displacement and protection risks,spoilage and price volatility,B,preventable illness and access gaps
HCMP,BRAC Humanitarian Crisis Management Programme (HCMP),Easy,1,Which area is MOST central to BRAC Humanitarian Crisis Management Programme (HCMP)?,gender justice and diversity,social behaviour change and citizen voice,humanitarian response and protection,youth leadership and opportunities,C,humanitarian response and protection
HCMP,BRAC Humanitarian Crisis Management Programme (HCMP),Easy,1,Who are the primary participants/beneficiaries for BRAC Humanitarian Crisis Management Programme (HCMP)?,hard-to-reach communities,households and farmers,people affected by crises,young people,C,people affected by crises
HCMP,BRAC Humanitarian Crisis Management Programme (HCMP),Easy,1,Which activity best matches BRAC Humanitarian Crisis Management Programme (HCMP)’s core work?,multi-sector humanitarian assistance,community health workers and clinics,gender mainstreaming and training,building and maintaining digital systems,A,multi-sector humanitarian assistance
HCMP,BRAC Humanitarian Crisis Management Programme (HCMP),Medium,1.5,Which Sustainable Development Goal aligns BEST with BRAC Humanitarian Crisis Management Programme (HCMP)?,"SDG 16: Peace, Justice and Strong Institutions",SDG 3: Good Health and Well-being,SDG 4: Quality Education,SDG 1: No Poverty,A,"SDG 16: Peace, Justice and Strong Institutions"
HCMP,BRAC Humanitarian Crisis Management Programme (HCMP),Medium,1.5,BRAC Humanitarian Crisis Management Programme (HCMP) operates primarily in which setting?,camps and host communities,communities and health facilities,cities and towns,training centres and workplaces,A,camps and host communities
HCMP,BRAC Humanitarian Crisis Management Programme (HCMP),Medium,1.5,Which indicator BEST reflects success for BRAC Humanitarian Crisis Management Programme (HCMP)?,system uptime and user adoption,literacy/numeracy gains and retention,people reached with timely support,yields and farmer income,C,people reached with timely support
HCMP,BRAC Humanitarian Crisis Management Programme (HCMP),Hard,2,BRAC Humanitarian Crisis Management Programme (HCMP) commonly partners with which stakeholders?,community groups and financial institutions,"schools, parents and communities",local government and MFIs,"UN agencies, NGOs and government",D,"UN agencies, NGOs and government"
HCMP,BRAC Humanitarian Crisis Management Programme (HCMP),Hard,2,What is the MAIN delivery channel used by BRAC Humanitarian Crisis Management Programme (HCMP)?,household visits and health campaigns,service centres and outreach,community platforms and ward-level forums,community sessions and WASH hardware,B,service centres and outreach
HCMP,BRAC Humanitarian Crisis Management Programme (HCMP),Hard,2,Which innovation is TYPICAL of BRAC Humanitarian Crisis Management Programme (HCMP)?,quality testing and value-added products,co-located services and last-mile delivery,integrated protection and basic services,faecal sludge management and hygiene nudges,C,integrated protection and basic services
HCMP,BRAC Humanitarian Crisis Management Programme (HCMP),Hard,2,Which risk or challenge is BRAC Humanitarian Crisis Management Programme (HCMP) MOST concerned with?,water contamination and poor sanitation,displacement and protection risks,"violence, exploitation and legal exclusion",system downtime and data risks,B,displacement and protection risks
DAIRY,BRAC Dairy and Food Project,Easy,1,Which area is MOST central to BRAC Dairy and Food Project?,inclusive financial services,climate adaptation and resilience,gender justice and diversity,dairy processing and nutrition,D,dairy processing and nutrition
DAIRY,BRAC Dairy and Food Project,Easy,1,Who are the primary participants/beneficiaries for BRAC Dairy and Food Project?,school-age children,smallholder farmers and consumers,hard-to-reach communities,fish farmers and value chain actors,B,smallholder farmers and consumers
