programme_code,programme_name,difficulty,weight,question,option_A,option_B,option_C,option_D,answer_letter,answer_text
GJD,Gender Justice & Diversity (GJD),Easy,1,Which area is MOST central to Gender Justice & Diversity (GJD)?,agri-inputs and improved seed,skills training and employability,gender justice and diversity,dairy processing and nutrition,C,gender justice and diversity
GJD,Gender Justice & Diversity (GJD),Easy,1,Who are the primary participants/beneficiaries for Gender Justice & Diversity (GJD)?,hard-to-reach communities,"women, girls and marginalised groups",aspiring and returning migrants,women and vulnerable groups,B,"women, girls and marginalised groups"
GJD,Gender Justice & Diversity (GJD),Easy,1,Which activity best matches Gender Justice & Diversity (GJD)’s core work?,self-learning worksheets and guided practice,advocacy campaigns and policy dialogue,gender mainstreaming and training,"sequenced support: assets, coaching and savings",C,gender mainstreaming and training
GJD,Gender Justice & Diversity (GJD),Medium,1.5,Which Sustainable Development Goal aligns BEST with Gender Justice & Diversity (GJD)?,SDG 5: Gender Equality,SDG 13: Climate Action,SDG 1: No Poverty,SDG 3: Good Health and Well-being,A,SDG 5: Gender Equality
GJD,Gender Justice & Diversity (GJD),Medium,1.5,Gender Justice & Diversity (GJD) operates primarily in which setting?,community and policy platforms,ponds and aquaculture hubs,institutions and communities,milk sheds and markets,C,institutions and communities
GJD,Gender Justice & Diversity (GJD),Medium,1.5,Which indicator BEST reflects success for Gender Justice & Diversity (GJD)?,repayment rates and enterprise growth,adoption of climate-resilient practices,neighbourhoods with better services and governance,gender-responsive policies and practices,D,gender-responsive policies and practices
GJD,Gender Justice & Diversity (GJD),Hard,2.5,Gender Justice & Diversity (GJD) commonly partners with which stakeholders?,growers and local distributors,"ministries, CSOs and networks",community groups and financial institutions,local government and programme clusters,B,"ministries, CSOs and networks"
GJD,Gender Justice & Diversity (GJD),Hard,2.5,What is the MAIN delivery channel used by Gender Justice & Diversity (GJD)?,capacity building and advocacy,adaptation clinics and community workshops,household visits and health campaigns,service centres and outreach,A,capacity building and advocacy
GJD,Gender Justice & Diversity (GJD),Hard,2.5,Which innovation is TYPICAL of Gender Justice & Diversity (GJD)?,co-located services and last-mile delivery,gender audits and inclusive design,improved breeds and pond management,quality testing and value-added products,B,gender audits and inclusive design
GJD,Gender Justice & Diversity (GJD),Hard,2.5,Which risk or challenge is Gender Justice & Diversity (GJD) MOST concerned with?,system downtime and data risks,low survival and pest risks,spoilage and price volatility,discrimination and harmful norms,D,discrimination and harmful norms
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Easy,1,Which area is MOST central to BRAC PROBASHBANDHU LTD (BPL) (Migration Programme)?,migration support services,climate adaptation and resilience,primary health and community health systems,social empowerment and legal aid,A,migration support services
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Easy,1,Who are the primary participants/beneficiaries for BRAC PROBASHBANDHU LTD (BPL) (Migration Programme)?,hard-to-reach communities,aspiring and returning migrants,people affected by crises,"women, girls and marginalised groups",B,aspiring and returning migrants
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Easy,1,Which activity best matches BRAC PROBASHBANDHU LTD (BPL) (Migration Programme)’s core work?,TVET and apprenticeships,"information, counselling and linkage to services",community-based disaster preparedness and early warning,community health workers and clinics,B,"information, counselling and linkage to services"
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Medium,1.5,Which Sustainable Development Goal aligns BEST with BRAC PROBASHBANDHU LTD (BPL) (Migration Programme)?,SDG 13: Climate Action,SDG 8: Decent Work and Economic Growth,SDG 1: No Poverty,SDG 10: Reduced Inequalities,D,SDG 10: Reduced Inequalities
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Medium,1.5,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme) operates primarily in which setting?,migration hubs and community centres,rural and peri-urban areas,enterprise IT and field tech,learning centres and home study,A,migration hubs and community centres
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Medium,1.5,Which indicator BEST reflects success for BRAC PROBASHBANDHU LTD (BPL) (Migration Programme)?,people reached with timely support,clients counselled and safe migration outcomes,adoption of climate-resilient practices,repayment rates and enterprise growth,B,clients counselled and safe migration outcomes
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Hard,2.5,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme) commonly partners with which stakeholders?,local organisations and mentors,local government and MFIs,"government, recruiters and service providers",civil society and media,C,"government, recruiters and service providers"
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Hard,2.5,What is the MAIN delivery channel used by BRAC PROBASHBANDHU LTD (BPL) (Migration Programme)?,one-stop centres and outreach,agro-dealer networks and demos,capacity building and advocacy,"helplines, centres and digital info",D,"helplines, centres and digital info"
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Hard,2.5,Which innovation is TYPICAL of BRAC PROBASHBANDHU LTD (BPL) (Migration Programme)?,gender audits and inclusive design,quality testing and value-added products,remedial education and playful learning,pre-departure orientation and referrals,D,pre-departure orientation and referrals
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Hard,2.5,Which risk or challenge is BRAC PROBASHBANDHU LTD (BPL) (Migration Programme) MOST concerned with?,"fraud, exploitation and misinformation",income shocks and limited collateral,"cyclones, floods and storm surges",service fragmentation and access barriers,A,"fraud, exploitation and misinformation"
UPG,Ultra-Poor Graduation Programme (UPG),Easy,1,Which area is MOST central to Ultra-Poor Graduation Programme (UPG)?,primary and non-formal education,ultra-poverty graduation,inclusive financial services,migration support services,B,ultra-poverty graduation
UPG,Ultra-Poor Graduation Programme (UPG),Easy,1,Who are the primary participants/beneficiaries for Ultra-Poor Graduation Programme (UPG)?,hard-to-reach communities,aspiring and returning migrants,ultra-poor households,hazard-exposed communities,C,ultra-poor households
UPG,Ultra-Poor Graduation Programme (UPG),Easy,1,Which activity best matches Ultra-Poor Graduation Programme (UPG)’s core work?,self-learning worksheets and guided practice,multi-sector humanitarian assistance,school support and learning centres,"sequenced support: assets, coaching and savings",D,"sequenced support: assets, coaching and savings"
UPG,Ultra-Poor Graduation Programme (UPG),Medium,1.5,Which Sustainable Development Goal aligns BEST with Ultra-Poor Graduation Programme (UPG)?,SDG 1: No Poverty,SDG 13: Climate Action,SDG 2: Zero Hunger,SDG 8: Decent Work and Economic Growth,A,SDG 1: No Poverty
UPG,Ultra-Poor Graduation Programme (UPG),Medium,1.5,Ultra-Poor Graduation Programme (UPG) operates primarily in which setting?,rural and urban learning spaces,"schools, campuses and communities",flood- and cyclone-prone areas,rural and peri-urban,D,rural and peri-urban
UPG,Ultra-Poor Graduation Programme (UPG),Medium,1.5,Which indicator BEST reflects success for Ultra-Poor Graduation Programme (UPG)?,neighbourhoods with better services and governance,sustained income and asset growth,repayment rates and enterprise growth,service uptake and health outcomes,B,sustained income and asset growth
UPG,Ultra-Poor Graduation Programme (UPG),Hard,2.5,Ultra-Poor Graduation Programme (UPG) commonly partners with which stakeholders?,civil society and media,industry and training providers,local government and MFIs,internal programmes and tech partners,C,local government and MFIs
UPG,Ultra-Poor Graduation Programme (UPG),Hard,2.5,What is the MAIN delivery channel used by Ultra-Poor Graduation Programme (UPG)?,"clubs, bootcamps and events",coaching visits and group platforms,work-based learning and certification,service centres and outreach,B,coaching visits and group platforms
UPG,Ultra-Poor Graduation Programme (UPG),Hard,2.5,Which innovation is TYPICAL of Ultra-Poor Graduation Programme (UPG)?,high-yield and stress-tolerant varieties,remedial education and playful learning,graduation approach and tailored coaching,paralegal support and safe referral systems,C,graduation approach and tailored coaching
UPG,Ultra-Poor Graduation Programme (UPG),Hard,2.5,Which risk or challenge is Ultra-Poor Graduation Programme (UPG) MOST concerned with?,chronic poverty and shocks,spoilage and price volatility,income shocks and limited collateral,"fraud, exploitation and misinformation",A,chronic poverty and shocks
SDP,BRAC Skills Development Programme (SDP),Easy,1,Which area is MOST central to BRAC Skills Development Programme (SDP)?,"water, sanitation and hygiene",skills training and employability,migration support services,youth leadership and opportunities,B,skills training and employability
SDP,BRAC Skills Development Programme (SDP),Easy,1,Who are the primary participants/beneficiaries for BRAC Skills Development Programme (SDP)?,aspiring and returning migrants,communities and grassroots groups,youth and jobseekers,farmers,C,youth and jobseekers
SDP,BRAC Skills Development Programme (SDP),Easy,1,Which activity best matches BRAC Skills Development Programme (SDP)’s core work?,school support and learning centres,TVET and apprenticeships,multi-sector humanitarian assistance,locally led adaptation planning and pilots,B,TVET and apprenticeships
SDP,BRAC Skills Development Programme (SDP),Medium,1.5,Which Sustainable Development Goal aligns BEST with BRAC Skills Development Programme (SDP)?,SDG 5: Gender Equality,SDG 3: Good Health and Well-being,SDG 11: Sustainable Cities and Communities,SDG 8: Decent Work and Economic Growth,D,SDG 8: Decent Work and Economic Growth
SDP,BRAC Skills Development Programme (SDP),Medium,1.5,BRAC Skills Development Programme (SDP) operates primarily in which setting?,training centres and workplaces,migration hubs and community centres,salinity- and flood-affected regions,char/haor/remote areas,A,training centres and workplaces
SDP,BRAC Skills Development Programme (SDP),Medium,1.5,Which indicator BEST reflects success for BRAC Skills Development Programme (SDP)?,people reached with timely support,job placement and earnings,system uptime and user adoption,clients counselled and safe migration outcomes,B,job placement and earnings
SDP,BRAC Skills Development Programme (SDP),Hard,2.5,BRAC Skills Development Programme (SDP) commonly partners with which stakeholders?,"UN agencies, NGOs and government","ministries, CSOs and networks","government, recruiters and service providers",industry and training providers,D,industry and training providers
SDP,BRAC Skills Development Programme (SDP),Hard,2.5,What is the MAIN delivery channel used by BRAC Skills Development Programme (SDP)?,community shalish and helplines,community sessions and WASH hardware,work-based learning and certification,cold chain and distribution networks,C,work-based learning and certification
SDP,BRAC Skills Development Programme (SDP),Hard,2.5,Which innovation is TYPICAL of BRAC Skills Development Programme (SDP)?,digital registers and tele-counselling,faecal sludge management and hygiene nudges,competency-based curricula and RPL,community early warning and contingency planning,C,competency-based curricula and RPL
SDP,BRAC Skills Development Programme (SDP),Hard,2.5,Which risk or challenge is BRAC Skills Development Programme (SDP) MOST concerned with?,skills mismatch and job scarcity,"fraud, exploitation and misinformation",chronic poverty and shocks,urban disaster and infrastructure gaps,A,skills mismatch and job scarcity
BHP,BRAC Health Programme,Easy,1,Which area is MOST central to BRAC Health Programme?,disaster risk reduction and preparedness,agri-inputs and improved seed,integrated rural development,primary health and community health systems,D,primary health and community health systems
BHP,BRAC Health Programme,Easy,1,Who are the primary participants/beneficiaries for BRAC Health Programme?,smallholder farmers and consumers,aspiring and returning migrants,low-income entrepreneurs,"women, children and families",D,"women, children and families"
BHP,BRAC Health Programme,Easy,1,Which activity best matches BRAC Health Programme’s core work?,"information, counselling and linkage to services",gender mainstreaming and training,"clubs, volunteering and innovation challenges",community health workers and clinics,D,community health workers and clinics
BHP,BRAC Health Programme,Medium,1.5,Which Sustainable Development Goal aligns BEST with BRAC Health Programme?,SDG 4: Quality Education,SDG 15: Life on Land,SDG 3: Good Health and Well-being,SDG 13: Climate Action,C,SDG 3: Good Health and Well-being
BHP,BRAC Health Programme,Medium,1.5,BRAC Health Programme operates primarily in which setting?,ponds and aquaculture hubs,communities and health facilities,char/haor/remote areas,rural and urban learning spaces,B,communities and health facilities
BHP,BRAC Health Programme,Medium,1.5,Which indicator BEST reflects success for BRAC Health Programme?,clients counselled and safe migration outcomes,service uptake and health outcomes,saplings sold and survival rates,milk quality and volumes processed,B,service uptake and health outcomes
BHP,BRAC Health Programme,Hard,2.5,BRAC Health Programme commonly partners with which stakeholders?,disaster management committees and volunteers,"UN agencies, NGOs and government",legal aid and protection services,government health system and partners,D,government health system and partners
BHP,BRAC Health Programme,Hard,2.5,What is the MAIN delivery channel used by BRAC Health Programme?,household visits and health campaigns,work-based learning and certification,"risk alerts, drills and training",retail outlets and fairs,A,household visits and health campaigns
BHP,BRAC Health Programme,Hard,2.5,Which innovation is TYPICAL of BRAC Health Programme?,youth-led solutions and peer learning,diverse species and better propagation,quality testing and value-added products,digital registers and tele-counselling,D,digital registers and tele-counselling
BHP,BRAC Health Programme,Hard,2.5,Which risk or challenge is BRAC Health Programme MOST concerned with?,discrimination and harmful norms,preventable illness and access gaps,displacement and protection risks,spoilage and price volatility,B,preventable illness and access gaps
HCMP,BRAC Humanitarian Crisis Management Programme (HCMP),Easy,1,Which area is MOST central to BRAC Humanitarian Crisis Management Programme (HCMP)?,gender justice and diversity,social behaviour change and citizen voice,humanitarian response and protection,youth leadership and opportunities,C,humanitarian response and protection
HCMP,BRAC Humanitarian Crisis Management Programme (HCMP),Easy,1,Who are the primary participants/beneficiaries for BRAC Humanitarian Crisis Management Programme (HCMP)?,hard-to-reach communities,households and farmers,people affected by crises,young people,C,people affected by crises
HCMP,BRAC Humanitarian Crisis Management Programme (HCMP),Easy,1,Which activity best matches BRAC Humanitarian Crisis Management Programme (HCMP)’s core work?,multi-sector humanitarian assistance,community health workers and clinics,gender mainstreaming and training,building and maintaining digital systems,A,multi-sector humanitarian assistance
HCMP,BRAC Humanitarian Crisis Management Programme (HCMP),Medium,1.5,Which Sustainable Development Goal aligns BEST with BRAC Humanitarian Crisis Management Programme (HCMP)?,"SDG 16: Peace, Justice and Strong Institutions",SDG 3: Good Health and Well-being,SDG 4: Quality Education,SDG 1: No Poverty,A,"SDG 16: Peace, Justice and Strong Institutions"
HCMP,BRAC Humanitarian Crisis Management Programme (HCMP),Medium,1.5,BRAC Humanitarian Crisis Management Programme (HCMP) operates primarily in which setting?,camps and host communities,communities and health facilities,cities and towns,training centres and workplaces,A,camps and host communities
HCMP,BRAC Humanitarian Crisis Management Programme (HCMP),Medium,1.5,Which indicator BEST reflects success for BRAC Humanitarian Crisis Management Programme (HCMP)?,system uptime and user adoption,literacy/numeracy gains and retention,people reached with timely support,yields and farmer income,C,people reached with timely support
HCMP,BRAC Humanitarian Crisis Management Programme (HCMP),Hard,2.5,BRAC Humanitarian Crisis Management Programme (HCMP) commonly partners with which stakeholders?,community groups and financial institutions,"schools, parents and communities",local government and MFIs,"UN agencies, NGOs and government",D,"UN agencies, NGOs and government"
HCMP,BRAC Humanitarian Crisis Management Programme (HCMP),Hard,2.5,What is the MAIN delivery channel used by BRAC Humanitarian Crisis Management Programme (HCMP)?,household visits and health campaigns,service centres and outreach,community platforms and ward-level forums,community sessions and WASH hardware,B,service centres and outreach
HCMP,BRAC Humanitarian Crisis Management Programme (HCMP),Hard,2.5,Which innovation is TYPICAL of BRAC Humanitarian Crisis Management Programme (HCMP)?,quality testing and value-added products,co-located services and last-mile delivery,integrated protection and basic services,faecal sludge management and hygiene nudges,C,integrated protection and basic services
HCMP,BRAC Humanitarian Crisis Management Programme (HCMP),Hard,2.5,Which risk or challenge is BRAC Humanitarian Crisis Management Programme (HCMP) MOST concerned with?,water contamination and poor sanitation,displacement and protection risks,"violence, exploitation and legal exclusion",system downtime and data risks,B,displacement and protection risks
DAIRY,BRAC Dairy and Food Project,Easy,1,Which area is MOST central to BRAC Dairy and Food Project?,inclusive financial services,climate adaptation and resilience,gender justice and diversity,dairy processing and nutrition,D,dairy processing and nutrition
DAIRY,BRAC Dairy and Food Project,Easy,1,Who are the primary participants/beneficiaries for BRAC Dairy and Food Project?,school-age children,smallholder farmers and consumers,hard-to-reach communities,fish farmers and value chain actors,B,smallholder farmers and consumers
DAIRY,BRAC Dairy and Food Project,Easy,1,Which activity best matches BRAC Dairy and Food Project’s core work?,advocacy campaigns and policy dialogue,locally led adaptation planning and pilots,"clubs, volunteering and innovation challenges","milk collection, processing and distribution",D,"milk collection, processing and distribution"
DAIRY,BRAC Dairy and Food Project,Medium,1.5,Which Sustainable Development Goal aligns BEST with BRAC Dairy and Food Project?,"SDG 9: Industry, Innovation and Infrastructure",SDG 2: Zero Hunger,SDG 1: No Poverty,SDG 10: Reduced Inequalities,B,SDG 2: Zero Hunger
DAIRY,BRAC Dairy and Food Project,Medium,1.5,BRAC Dairy and Food Project operates primarily in which setting?,"schools, campuses and communities",institutions and communities,milk sheds and markets,nurseries and community spaces,C,milk sheds and markets
DAIRY,BRAC Dairy and Food Project,Medium,1.5,Which indicator BEST reflects success for BRAC Dairy and Food Project?,repayment rates and enterprise growth,saplings sold and survival rates,seed sales and varietal adoption,milk quality and volumes processed,D,milk quality and volumes processed
DAIRY,BRAC Dairy and Food Project,Hard,2.5,BRAC Dairy and Food Project commonly partners with which stakeholders?,growers and local distributors,internal programmes and tech partners,dairy farmers and retailers,local government and programme clusters,C,dairy farmers and retailers
DAIRY,BRAC Dairy and Food Project,Hard,2.5,What is the MAIN delivery channel used by BRAC Dairy and Food Project?,group meetings and field visits,community platforms and ward-level forums,"risk alerts, drills and training",cold chain and distribution networks,D,cold chain and distribution networks
DAIRY,BRAC Dairy and Food Project,Hard,2.5,Which innovation is TYPICAL of BRAC Dairy and Food Project?,faecal sludge management and hygiene nudges,salinity-smart practices and vulnerability mapping,quality testing and value-added products,tailored loan products and client-centric design,C,quality testing and value-added products
DAIRY,BRAC Dairy and Food Project,Hard,2.5,Which risk or challenge is BRAC Dairy and Food Project MOST concerned with?,spoilage and price volatility,low survival and pest risks,limited pathways and underemployment,dropout and learning loss,A,spoilage and price volatility
SEED,BRAC Seed and Agro Enterprise,Easy,1,Which area is MOST central to BRAC Seed and Agro Enterprise?,climate adaptation and resilience,agri-inputs and improved seed,primary health and community health systems,integrated rural development,B,agri-inputs and improved seed
SEED,BRAC Seed and Agro Enterprise,Easy,1,Who are the primary participants/beneficiaries for BRAC Seed and Agro Enterprise?,farmers,hard-to-reach communities,smallholder farmers and consumers,communities and grassroots groups,A,farmers
SEED,BRAC Seed and Agro Enterprise,Easy,1,Which activity best matches BRAC Seed and Agro Enterprise’s core work?,school support and learning centres,production and distribution of quality seed,legal counselling and rights awareness,microloans and financial literacy,B,production and distribution of quality seed
SEED,BRAC Seed and Agro Enterprise,Medium,1.5,Which Sustainable Development Goal aligns BEST with BRAC Seed and Agro Enterprise?,SDG 1: No Poverty,SDG 6: Clean Water and Sanitation,"SDG 16: Peace, Justice and Strong Institutions",SDG 2: Zero Hunger,D,SDG 2: Zero Hunger
SEED,BRAC Seed and Agro Enterprise,Medium,1.5,BRAC Seed and Agro Enterprise operates primarily in which setting?,agricultural regions,camps and host communities,rural and urban communities,flood- and cyclone-prone areas,A,agricultural regions
SEED,BRAC Seed and Agro Enterprise,Medium,1.5,Which indicator BEST reflects success for BRAC Seed and Agro Enterprise?,job placement and earnings,seed sales and varietal adoption,neighbourhoods with better services and governance,clients counselled and safe migration outcomes,B,seed sales and varietal adoption
SEED,BRAC Seed and Agro Enterprise,Hard,2.5,BRAC Seed and Agro Enterprise commonly partners with which stakeholders?,"schools, parents and communities","government, recruiters and service providers",research institutes and dealers,dairy farmers and retailers,C,research institutes and dealers
SEED,BRAC Seed and Agro Enterprise,Hard,2.5,What is the MAIN delivery channel used by BRAC Seed and Agro Enterprise?,"apps, data systems and support desks",agro-dealer networks and demos,retail outlets and fairs,cold chain and distribution networks,B,agro-dealer networks and demos
SEED,BRAC Seed and Agro Enterprise,Hard,2.5,Which innovation is TYPICAL of BRAC Seed and Agro Enterprise?,pre-departure orientation and referrals,evidence-led messaging and storytelling,high-yield and stress-tolerant varieties,graduation approach and tailored coaching,C,high-yield and stress-tolerant varieties
SEED,BRAC Seed and Agro Enterprise,Hard,2.5,Which risk or challenge is BRAC Seed and Agro Enterprise MOST concerned with?,discrimination and harmful norms,low seed quality and yield gaps,urban disaster and infrastructure gaps,skills mismatch and job scarcity,B,low seed quality and yield gaps
NURSERY,Nursery,Easy,1,Which area is MOST central to Nursery?,migration support services,dairy processing and nutrition,saplings and horticulture,disaster risk reduction and preparedness,C,saplings and horticulture
NURSERY,Nursery,Easy,1,Who are the primary participants/beneficiaries for Nursery?,farmers,households and farmers,fish farmers and value chain actors,people affected by crises,B,households and farmers
NURSERY,Nursery,Easy,1,Which activity best matches Nursery’s core work?,community-based disaster preparedness and early warning,"information, counselling and linkage to services",production and sale of plant saplings,multi-sector humanitarian assistance,C,production and sale of plant saplings
NURSERY,Nursery,Medium,1.5,Which Sustainable Development Goal aligns BEST with Nursery?,SDG 5: Gender Equality,SDG 15: Life on Land,SDG 10: Reduced Inequalities,SDG 4: Quality Education,B,SDG 15: Life on Land
NURSERY,Nursery,Medium,1.5,Nursery operates primarily in which setting?,nurseries and community spaces,ponds and aquaculture hubs,learning centres and home study,community and policy platforms,A,nurseries and community spaces
NURSERY,Nursery,Medium,1.5,Which indicator BEST reflects success for Nursery?,saplings sold and survival rates,households with preparedness plans and trained volunteers,households reached across multiple services,job placement and earnings,A,saplings sold and survival rates
NURSERY,Nursery,Hard,2.5,Nursery commonly partners with which stakeholders?,growers and local distributors,industry and training providers,government health system and partners,internal programmes and tech partners,A,growers and local distributors
NURSERY,Nursery,Hard,2.5,What is the MAIN delivery channel used by Nursery?,retail outlets and fairs,"risk alerts, drills and training",structured worksheets and feedback,community platforms and ward-level forums,A,retail outlets and fairs
NURSERY,Nursery,Hard,2.5,Which innovation is TYPICAL of Nursery?,remedial education and playful learning,diverse species and better propagation,graduation approach and tailored coaching,evidence-led messaging and storytelling,B,diverse species and better propagation
NURSERY,Nursery,Hard,2.5,Which risk or challenge is Nursery MOST concerned with?,climate variability and slow-onset stresses,skills mismatch and job scarcity,low survival and pest risks,service fragmentation and access barriers,C,low survival and pest risks
FISH,Fisheries,Easy,1,Which area is MOST central to Fisheries?,migration support services,dairy processing and nutrition,inclusive financial services,aquaculture and fisheries services,D,aquaculture and fisheries services
FISH,Fisheries,Easy,1,Who are the primary participants/beneficiaries for Fisheries?,school-age children,youth and jobseekers,climate-vulnerable households,fish farmers and value chain actors,D,fish farmers and value chain actors
FISH,Fisheries,Easy,1,Which activity best matches Fisheries’s core work?,multi-sector humanitarian assistance,"milk collection, processing and distribution",improving access to basic services in informal settlements,"fingerlings, feed and best practices",D,"fingerlings, feed and best practices"
FISH,Fisheries,Medium,1.5,Which Sustainable Development Goal aligns BEST with Fisheries?,SDG 4: Quality Education,SDG 13: Climate Action,SDG 2: Zero Hunger,SDG 1: No Poverty,C,SDG 2: Zero Hunger
FISH,Fisheries,Medium,1.5,Fisheries operates primarily in which setting?,flood- and cyclone-prone areas,ponds and aquaculture hubs,enterprise IT and field tech,char/haor/remote areas,B,ponds and aquaculture hubs
FISH,Fisheries,Medium,1.5,Which indicator BEST reflects success for Fisheries?,saplings sold and survival rates,youth participation and projects delivered,yields and farmer income,clients counselled and safe migration outcomes,C,yields and farmer income
FISH,Fisheries,Hard,2.5,Fisheries commonly partners with which stakeholders?,city corporations and local government bodies,industry and training providers,"ministries, CSOs and networks",hatcheries and extension providers,D,hatcheries and extension providers
FISH,Fisheries,Hard,2.5,What is the MAIN delivery channel used by Fisheries?,work-based learning and certification,demo ponds and advisory,service centres and outreach,capacity building and advocacy,B,demo ponds and advisory
FISH,Fisheries,Hard,2.5,Which innovation is TYPICAL of Fisheries?,remedial education and playful learning,improved breeds and pond management,graduation approach and tailored coaching,automation and data-driven decision tools,B,improved breeds and pond management
FISH,Fisheries,Hard,2.5,Which risk or challenge is Fisheries MOST concerned with?,"disease, water quality and input costs",displacement and protection risks,system downtime and data risks,"violence, exploitation and legal exclusion",A,"disease, water quality and input costs"
