programme_code,programme_name,difficulty,weight,question,option_A,option_B,option_C,option_D,answer_letter,answer_text
MF,Microfinance (Progoti),medium,1.5,"In BRAC Microfinance, what is the main purpose of loan security insurance, livestock insurance and similar products?",To charge extra service fees to clients,To take only legal action if the loan is not repaid,"To reduce loss and protect the client and family in case of disaster, illness or death",Only to increase the organisation’s yearly profit,C,"To reduce loss and protect the client and family in case of disaster, illness or death"
MF,Microfinance (Progoti),hard,2,A father wants to expand his business in Bangladesh using his son’s legal remittance from abroad. Which loan is most suitable for him?,"Migration loan, which is for the cost of going abroad","Regular business loan, where remittance income is not a condition","Remittance loan, which supports business expansion based on legal remittance income","Nirbhorta loan, which is mainly for household costs of salaried people",C,"Remittance loan, which supports business expansion based on legal remittance income"
MF,Microfinance (Progoti),hard,2,"Under the Nirbhorta loan, up to how many times of his monthly salary can a salaried client borrow at maximum?",Up to 4 times,Up to 5 times,Up to 7 times,Up to 9 times,C,Up to 7 times
MF,Microfinance (Progoti),hard,2,"For farmers in the northern region with harsh weather or in the south who grow a second crop on the same land, which loan type is given?",Regular Progoti loan that is the same for all businesses,"NCDP/SCDP regular loan, designed especially for farmers in these regions","Only migration loan, to send farmers abroad","Nirbhorta loan, for household consumption of salaried families",B,"NCDP/SCDP regular loan, designed especially for farmers in these regions"
MF,Microfinance (Progoti),hard,2,"To get a regular business loan under Progoti, what is the minimum required business experience?","No experience is needed, only a rented shop",At least 6 months of business experience,At least 1 year of continuous business experience,At least 3 years or more of experience,C,At least 1 year of continuous business experience
MF,Microfinance (Progoti),hard,2,What is the main benefit of the “Digitisation of Client Service” (DCS) app of BRAC Microfinance?,Only to increase staff use of mobile phones,"To reduce paperwork, update information faster and provide transparent services",To stop all cash transactions of clients,Only to make it easier to prepare monthly reports,B,"To reduce paperwork, update information faster and provide transparent services"
MF,Microfinance (Progoti),hard,2,"Across 64 districts, through how many branches does BRAC microfinance provide services?",About 500 branches,"About 1,200 branches","About 2,000 branches","More than about 3,000 branches",D,"More than about 3,000 branches"
MF,Microfinance (Progoti),hard,2,"For digital transactions, which of the following is the correct rule?",Using the staff member’s personal mobile wallet for client money,Putting money into an agent’s wallet without the client’s permission,Using only the client’s or their family’s own authorised wallet for transactions,Keeping cash and doing all digital transactions later when convenient,C,Using only the client’s or their family’s own authorised wallet for transactions
MF,Microfinance (Progoti),hard,2,Which call centre number can BRAC microfinance clients and staff call to make a complaint or get information?,16120,16241,16741,1098,B,16241
BEP,BRAC Education Programme (BEP),Easy,1,Which innovation uses floating learning to reach children in remote haor areas?,Accelerated Model,Experiential Learning Boat,Learning Management System (LMS),Voice Message Call,B,Experiential Learning Boat
BEP,BRAC Education Programme (BEP),Easy,1,What type of messages are sent to parents in the ECD (Early Childhood Development) intervention?,Text messages,Voice messages,Emails,Video calls,B,Voice messages
BEP,BRAC Education Programme (BEP),Easy,1,The LMS (Learning Management System) primarily supports which group?,Students,Parents,Teachers ,Donors,C,Teachers 
BEP,BRAC Education Programme (BEP),Easy,1,The Accelerated Model of BEP mainly targets which group of children?,Preschoolers,Out-of-school children ,College Students,Refugee learners ,B,Out-of-school children 
BEP,BRAC Education Programme (BEP),Easy,1,When were the Experiential Learning Boats launched,2020,2021,2022,2023,C,2022
BEP,BRAC Education Programme (BEP),Easy,1,Which innovation can literally “float your learning”?,Learning Management System (LMS) ,Experiential Learning Boat ,Accelerated Model ,ECD Voice Message calls ,B ,Experiential learning Boats 
BEP,BRAC Education Programme (BEP),Medium,1.5,How many thematic boats operate under the Experiential Learning Boat initiative?,One,Two ,Three,Four ,C,Three
BEP,BRAC Education Programme (BEP),Medium,1.5,The LMS (Learning Management System) helps increase knowledge retention from around 10% to how much?,15-25%,25-60%,60-75%,75-90%,B,25-60%
BEP,BRAC Education Programme (BEP),Medium,1.5,How many mothers and caregivers were reached through the Voice Message Call initiative?,"12,000","50,000","149,368","200,000",C,"149,368"
BEP,BRAC Education Programme (BEP),Medium,1.5,What duration does the Accelerated Model of BEP provide for catch-up education?,6 months,8 months,1 year,1.5 years,C,1 Year 
BEP,BRAC Education Programme (BEP),Medium,1.5,Which innovation uses games and tools to teach mathematics?,Learning Management System (LMS) ,Math Boat,Accelerated Model,Digital Learning App,B,Math Boat
BEP,BRAC Education Programme (BEP),Medium,1.5,Which partner collaborated on the Voice Message Call initiative of BEP?,BRAC Health Programme,BRAC Microfinance ,BRAC University ,Local Government ,A,BRAC Health Programme
BEP,BRAC Education Programme (BEP),Hard,2,Which of the following correctly lists the themes of the Experiential Learning Boats?,"Math, Science, Language","Science, Values, Math","STEM, Life Skills, Social Studies","Values, Art, Environment",B,"Science, Values, Math"
BEP,BRAC Education Programme (BEP),Hard,2,"During the pilot phase, how many audio messages were delivered through the VMC (Voice Message Call) intervention of BEP?",12,24,48,60,C,48
BEP,BRAC Education Programme (BEP),Hard,2,What year did BRAC pilot the Voice Message Call ECD (Early Childhood Development)  intervention?,2020,2021,2022,2023,C,2022
BEP,BRAC Education Programme (BEP),Hard,2,Which innovation by BEP was developed to overcome the limitation of one-off in-person training?,Accelerated Model ,Learning Management System (LMS) ,Experiential Learning Boat ,Voice message call,B,Learning Management System (LMS) 
BEP,BRAC Education Programme (BEP),Hard,2,What are the two student groups in the Accelerated Model of BEP called?,Grade A and Grade B,Group A (grades 1–2) & Group B (grades 3–5),Class 1 and Class 2,Bridge A and Bridge B,B,Group A (grades 1–2) & Group B (grades 3–5)
BEP,BRAC Education Programme (BEP),Hard,2,At BEP which innovation’s success is measured through improved school re-enrolment rates?,Learning Management System (LMS) ,Accelerated Model ,Experiential Learning Boat ,ECD Voice message call,B,Accelerated Model 
BEP,BRAC Education Programme (BEP),Hard,2,Which of the following statements best describes the LMS (Learning Management System) approach?,One-time training,"Blended, continuous learning cycle",Peer-to-peer teaching only,Community-based coaching model,B,"Blended, continuous learning cycle"
BEP,BRAC Education Programme (BEP),Hard,2,If the LMS (Learning Management System) is about digital training and the Boats float learning — which innovation “calls” for childhood development?,Accelerated Model ,Voice Message Call,Experiential Learning Boat ,Learning Management System (LMS) ,B,Voice Message Call
BYP,BRAC Youth Platform,easy,1,1. Q: What does BYP stand for?,BRAC Youth Platform,BRAC Young Professionals,BRAC Youth Programme,Bangladesh Youth Platform,A,A: BRAC Youth Platform
BYP,BRAC Youth Platform,easy,1,2. Q: Which age group does BRAC Youth Platform mainly work with?,18-36 years old,15–35 years old,18-24 years old,16-35 years old,B,15–35 years old
BYP,BRAC Youth Platform,hard,2,3. Q: Which month is celebrated globally as Youth Month?,May,June,August,September,C,August
BYP,BRAC Youth Platform,medium,1.5,4. Q: What is the international day to celebrate young people?,September 5,May 15,June 9,International Youth Day (August 12),D,International Youth Day (August 12)
BYP,BRAC Youth Platform,medium,1.5,5. Q: What is the name of BRAC’s flagship youth event?,Carnival of Change,Ceremony of Change,Carnival of changemakers,Choice of change,A,Carnival of Change
BYP,BRAC Youth Platform,medium,1.5,6. Q: What is the theme of BRAC Youth Platform’s Carnival of Change 2025?,Together for better,We are better together,"Together, better, stronger",Together we are stronger,B,We are better together
BYP,BRAC Youth Platform,hard,2,7. Q: When is National Youth Awards presented in Bangladesh?,February 3,October 17,November 1,April 25,C,November 1
BYP,BRAC Youth Platform,easy,1,8. Q: Name one popular freelancing platform used by Bangladeshi youth.,Workrr,Remotemind,Jobnoww,Fiverr / Upwork,D,Fiverr / Upwork
BYP,BRAC Youth Platform,medium,1.5,9. Q: What is the literacy rate among youth in Bangladesh (approx.)?,Around 92%,Around 62%,Around 75%,Around 87%,A,Around 92%
BYP,BRAC Youth Platform,hard,2,10. Q: What is the approximate percentage of youth in Bangladesh’s total population?,Around 45%,Around 30%,Around 40%,Around 50%,B,Around 30%
BYP,BRAC Youth Platform,easy,1,11. Q: Which government body manages the Department of Youth Development (DYD)?,Ministry of Health and Family Welfare (Bangladesh),Ministry of Home Affairs (Bangladesh),Ministry of Youth and Sports (Bangladesh),Ministry of Social Welfare (Bangladesh),C,Ministry of Youth and Sports (Bangladesh)
BYP,BRAC Youth Platform,easy,1,12. Q: What does the “Y” in BYP stand for?,Young,Yearly,Yield,Youth,D,Youth
BYP,BRAC Youth Platform,medium,1.5,13. Q: Name a successful youth-led startup from Bangladesh.,Pathao,Walton Group,R ventures,Skitto,A,Pathao
BYP,BRAC Youth Platform,hard,2,14. Q: What is the budget allocation percentage for youth development in Bangladesh’s national budget (approx.)?,Around 5%,Around 1%,Around 3%,Around 2.5%,B,Around 1%
BYP,BRAC Youth Platform,hard,2,15. Q: What is the total number of registered youth organizations under DYD?,"Over 15,000","Over 10,000","Over 50,000","Over 30,000",C,"Over 50,000"
BYP,BRAC Youth Platform,medium,1.5,16. Q: What percentage of youth in Bangladesh live in rural areas?,Around 60%,Around 40%,Around 55%,Around 70%,D,Around 70%
BYP,BRAC Youth Platform,easy,1,19. Q: What is the main social media platform used by Bangladeshi youth?,Facebook,Myspace,RingID,LinkedIn,A,Facebook
BYP,BRAC Youth Platform,medium,1.5,20. Q: What is the contribution of youth to Bangladesh’s GDP (approx.)?,Nearly 30%,Nearly 50%,Nearly 20%,Nearly 35%,B,Nearly 50%
WASH,"Water, Sanitation and Hygiene (WASH)",Easy,1,What are the names of the innovations showcased at the Innovation Fair?,"1. IWRM
2. Community Water Supply through School
","1. Community Water Supply through School
2. Menstrual Hygiene Management (MHM) through a Digital Platform (Ananya App)","1. Menstrual Hygiene Management (MHM) through a Digital Platform (Ananya App)
2. IWRM

","1. Menstrual Hygiene Management (MHM) through a Digital Platform (Ananya App)
2. IWRM
3. Community Water Supply through School",D,"1. Menstrual Hygiene Management (MHM) through a Digital Platform (Ananya App)
2. IWRM
3. Community Water Supply through School"
WASH,"Water, Sanitation and Hygiene (WASH)",Easy,1,What does MHM stand for?,Menstrual Health Movement,Menstrual Hygiene Management,Monthly Hygiene Monitoring,Menstrual Health Maintenance,B,Menstrual Hygiene Management
WASH,"Water, Sanitation and Hygiene (WASH)",Easy,1,"What technology was used in the""Community water supply through school"" intervention?",Reverse Osmosis ,Water purification tablets,Rainwater barrels only,Managed Aquifer Recharge (MAR),D,Managed Aquifer Recharge (MAR)
WASH,"Water, Sanitation and Hygiene (WASH)",Easy,1,"What is the name of the school where ""Community water supply through school"" intervention is implemented?",Chinasho Senior Alim Madrasah,Comilla Zilla School,Chittagong Collegiate School and College,Chowmohani Khurshid High School and College,A,Chinasho Senior Alim Madrasah
WASH,"Water, Sanitation and Hygiene (WASH)",Easy,1,What does IWRM stand for? ,Integrated Water and Rainwater Management,Interdisciplinary Water Reserve Management,Integrated Water Resources Management,International Water Rights Movement,C,Integrated Water Resources Management
WASH,"Water, Sanitation and Hygiene (WASH)",Medium,1.5,How often should sanitary pads generally be changed during menstruation to maintain good hygiene?,Once a day,Every 4–6 hours,Every 12 hours,Only when it feels uncomfortable,B,Every 4–6 hours
WASH,"Water, Sanitation and Hygiene (WASH)",Medium,1.5,"Which of the following is a key component of effective Menstrual Hygiene Management (MHM)?
","Access to safe water, sanitary latrines, and disposal facilities",Only providing free sanitary pads,Conducting awareness sessions for women only,Ignoring cultural taboos around menstruation,A,"Access to safe water, sanitary latrines, and disposal facilities"
WASH,"Water, Sanitation and Hygiene (WASH)",Medium,1.5,"In the Barendra region intervention, why was Managed Aquifer Recharge (MAR) chosen as a solution?
","Because it filters river water for irrigation
","Because it helps restore groundwater levels in water-scarce areas
","Because it is cheaper than bottled water
",Because it collects rainwater in tanks,B,"Because it helps restore groundwater levels in water-scarce areas
"
WASH,"Water, Sanitation and Hygiene (WASH)",Medium,1.5,"Which of the following outcomes best reflects the success of the ""Community water supply through school"" intervention?
","Reduced school enrollment
","Improved access to safe water and reduced dependency on unsafe sources
","Increased groundwater depletion
",Higher water bills for household,B,Improved access to safe water and reduced dependency on unsafe sources
WASH,"Water, Sanitation and Hygiene (WASH)",Medium,1.5,"In an IWRM (Integrated Water Resources Management) approach, what should be the primary purpose of using water from a piped water network?",Large-scale commercial farming,For drinking and cooking purposes only,Only for industrial activities,Recreational water parks,B,For drinking and cooking purposes only
WASH,"Water, Sanitation and Hygiene (WASH)",Medium,1.5,"Which of the following best describes the objective of Menstrual Hygiene Management (MHM) programmes in schools?
","To distribute sanitary pads only
",To create an enabling environment by addressing stigma and reducing gaps about information regarding Menstrual Hygiene Management ,"To teach biology lessons
",To provide first aid training,B,To create an enabling environment by addressing stigma and reducing gaps about information regarding Menstrual Hygiene Management 
WASH,"Water, Sanitation and Hygiene (WASH)",Hard,2,"Which factor most contributed to water scarcity in Barind regions like Tanore, prompting the need for IWRM interventions?",Excessive industrial pollution,High rainfall throughout the year,Too many surface water bodies,Depleted underground aquifers and unreliable daily water sources,D,Depleted underground aquifers and unreliable daily water sources
WASH,"Water, Sanitation and Hygiene (WASH)",Hard,2,What makes the School-to-Community water supply model a climate-resilient WASH solution?,It integrates MAR technology with piped distribution to reduce groundwater stress,"It uses community ponds as the primary drinking water source
",It provides water only during school hours,It relies only on surface water treatment,A,It integrates MAR technology with piped distribution to reduce groundwater stress
WASH,"Water, Sanitation and Hygiene (WASH)",Hard,2,"In the IWRM (Integrated Water Resources Management) approach in Ampukuria, Tanore, what is the key ecological function of excavated ponds?","Providing treated drinking water to households
","Supporting fisheries to generate school income
","Supplying non-potable water to reduce extraction from natural sources
","Storing excess groundwater from MAR systems
",C,Supplying non-potable water to reduce extraction from natural sources
WASH,"Water, Sanitation and Hygiene (WASH)",Hard,2,The MHM (Menstrual Hygiene Management) component of the initiative addresses stigma primarily by:,"Distributing disposable pads every month
",Conducting sessions only for adolescent girls,Training male teachers and engaging boys in adolescence discussions,Installing vending machines for sanitary pads,C,Training male teachers and engaging boys in adolescence discussions
WASH,"Water, Sanitation and Hygiene (WASH)",Hard,2,Which of the following best explains how IWRM (Integrated Water Resources Management) “gives back to nature what has been taken”?,"By limiting water use for agriculture
","By injecting harvested rainwater into depleted aquifers
","By prohibiting groundwater extraction entirely
",By diverting river water to community ponds,B,"By injecting harvested rainwater into depleted aquifers
"
WASH,"Water, Sanitation and Hygiene (WASH)",Hard,2,How does the IWRM (Integrated Water Resources Management) approach in the Barind region primarily contribute to long-term climate resilience?,"By increasing dependence on deep tube wells
",By expanding agricultural land for higher water demand,By replacing community participation with automated systems,By restoring the hydrological cycle through aquifer recharge and ecological protection,D,By restoring the hydrological cycle through aquifer recharge and ecological protection
WASH,"Water, Sanitation and Hygiene (WASH)",Hard,2,Which strategy in the MHM (Menstrual Hygiene Management) intervention directly addresses the intergenerational transfer of menstrual stigma?,Providing only disposable sanitary pads to adolescent girls,Conducting sessions exclusively with female students,"Engaging parents, teachers (both male and female), and adolescent boys in dialogue-based MHM sessions",Introducing strict school policies on menstrual hygiene,C,"Engaging parents, teachers (both male and female), and adolescent boys in dialogue-based MHM sessions"
WASH,"Water, Sanitation and Hygiene (WASH)",Hard,2,How does the Ananya App enhance MHM (Menstrual Hygiene Management) outcomes beyond traditional awareness sessions?,By replacing all in-person MHM education in schools,"By providing on-demand, accurate menstrual health information and reducing reliance on cultural myths",By monitoring students’ menstrual cycles for school records,By distributing menstrual products through the app,B,"By providing on-demand, accurate menstrual health information and reducing reliance on cultural myths"
IDP,Integrated Development Programme (IDP),Easy,1,Which area is MOST central to Integrated Development Programme (IDP)?,integrated rural development,social empowerment and legal aid,skills training and employability,humanitarian response and protection,A,integrated rural development
IDP,Integrated Development Programme,easy,1,What kind of loan product is the Shadhin Loan?,A long-term business loan,A seasonal loan with a six-month bullet repayment scheme,A weekly repayment micro-loan,A grant,B,A seasonal loan with a six-month bullet repayment scheme
IDP,Integrated Development Programme,easy,1,Why are indigenous women losing work opportunities in the Barind region?,Due to machine farming only,Because they stopped working in agriculture,Due to water scarcity and shifting cropping patterns,They are migrating to cities,C,Due to water scarcity and shifting cropping patterns
IDP,Integrated Development Programme,easy,1,Where was the first pilot implemented of IDP community clinic?,"Natana community clinic, Assasuni, Satkhira","Bijoynogor community clinic, Godagari, Rajshahi","Mohadanga Community Clinic, Porsha, Naogaon",,C,"Mohadanga Community Clinic, Porsha, Naogaon"
IDP,Integrated Development Programme,easy,1,"Originally, what was the Seasonal Loan designed for?",Emergency medical needs,Housing improvement ,Education support ,Crop harvesting ,D,Crop harvesting 
IDP,Integrated Development Programme,easy,1,What type of innovation IDP community clinic is? ,Technological innovation ,Non-technology product innovation ,Process innovation ,Service innovation ,C,Process innovation 
IDP,Integrated Development Programme,easy,1,What type of innovation IDP community clinic is? , Process innovation ,Product innovation ,Service innovation ,Technological innovation ,A, Process innovation 
IDP,Integrated Development Programme,medium,1.5,What is the main purpose of Seasonal loan? ,It allows one-time repayment after six months, It’s only for men," It has no interest","It has weekly repayments",A,It allows one-time repayment after six months
IDP,Integrated Development Programme,medium,1.5,What main problem does the IDP community clinic's process innovation aim to solve?,Shortage of doctors and nurses in private hospitals,"Poor health-seeking behaviour and underutilisation of nearby government community clinics due to lack of WASH facilities, poor infrastructure, and irregular service delivery",High cost of surgical treatment in urban areas,Poor quality of medicines in local pharmacies,B,"Poor health-seeking behaviour and underutilisation of nearby government community clinics due to lack of WASH facilities, poor infrastructure, and irregular service delivery"
IDP,Integrated Development Programme,medium,1.5,What is the title of the seasonal loan as process innovation being exhibited?,Shadhin loan ,Financial literacy training for youth,Enhancing graduation threshold for resilience- financial assistance for indigenous women in Barind region,Micro-savings for rural households,C,Enhancing graduation threshold for resilience- financial assistance for indigenous women in Barind region
IDP,Integrated Development Programme,medium,1.5,The loan product was developed through collaboration between which two BRAC programmes?,Integrated Development Programme (IDP) and Health programme,Integrated Development Programme (IDP) and Microfinance programme ,"Integrated Development Programme (IDP) and Gender, Justice and Diversity ",Integrated Development Programme (IDP) and Education ,B,Integrated Development Programme (IDP) and Health programme
IDP,Integrated Development Programme,medium,1.5,What problem did the IDP community clinics face before the intervention?,"Lack of WASH facilities, waiting space, and accountability",Overcrowding of patients,Too many NGOs working there,Shortage of doctors only,A,"Lack of WASH facilities, waiting space, and accountability"
IDP,Integrated Development Programme,medium,1.5,In which other areas was this nudge model of IDP community clinic later replicated?,Chapainawabganj ,Sunamganj,Satkhira,Mongla,C,Satkhira
IDP,Integrated Development Programme,hard,2,Why is IDP Community Clinic's process innovation called a “nudge”?,Forces community members to visit,"Because small changes in infrastructure and environment encouraged people to change their behaviour,  visiting and trusting government health services more.",Pressure on CHCP (Community Health Care provider) for attending during visiting hours,"It has weekly changes
",B,"Because small changes in infrastructure and environment encouraged people to change their behaviour,  visiting and trusting government health services more."
IDP,Integrated Development Programme,hard,2,What is the broader impact of IDP community clinic renovation?,Improved trust in public health services and strengthened accountability of service providers.,Increased income opportunities for rural farmers,Reduced dependence on traditional healers only for treatment,Increaded entertainment,A,Improved trust in public health services and strengthened accountability of service providers.
IDP,Integrated Development Programme,hard,2,Why was upgrading WASH facilities and waiting areas considered a behavioural intervention rather than a purely infrastructural one?,Because the upgrades replaced the clinic’s entire medical equipment,Because improved physical environments subtly influence patient decisions to utilise government services without coercion,Because it reduced the clinic’s operating costs,Because it mandated attendance from CHCPs,B,Because improved physical environments subtly influence patient decisions to utilise government services without coercion
IDP,Integrated Development Programme,hard,2,What key barrier did the nudge intervention of IDP address that traditional health-awareness campaigns often fail to solve?,"Lack of printed IEC materials
",Low literacy rates limiting understanding of health posters,Environmental and service-delivery barriers that make clinics difficult or uncomfortable to access,Lack of availability of vaccines,C,Environmental and service-delivery barriers that make clinics difficult or uncomfortable to access
IDP,Integrated Development Programme,hard,2,Why were weekly repayment microfinance products inadequate for indigenous women in the Barind region?,"Because weekly instalments were too small to track
","Because their income is seasonal and dependent on climate-affected agricultural cycles
","Because women preferred digital repayment methods only
",Because MF staff could not visit the villages weekly,B,Because their income is seasonal and dependent on climate-affected agricultural cycles
IDP,Integrated Development Programme,hard,2,What makes the Shadhin Loan a non-technology product innovation?,It uses mobile apps for all transactions,It changes the core loan structure and repayment design to match client cash-flow realities,It introduces an automated eligibility scoring system,It replaces livestock with cash transfers,B,It changes the core loan structure and repayment design to match client cash-flow realities
IDP,Integrated Development Programme,hard,2,"How did the collaboration between IDP and the Microfinance Programme increase the Shadhin loan intervention's effectiveness?
","By enabling IDP to shift its programme focus entirely to livestock
","By combining IDP’s community insights with MF’s flexible loan instruments to support a climate-constrained population
","By promoting digital loan products only
",By replacing village markets with formal supply chains,B,By combining IDP’s community insights with MF’s flexible loan instruments to support a climate-constrained population
IDP,Integrated Development Programme,hard,2,What systemic barrier prevented indigenous women from accessing alternative livelihoods before the Shadhin Loan intervention?,"Lack of interest in income-generating activities
",Competition from local NGOs,"Restrictive government regulations on women’s mobility
","Landlessness combined with limited financial literacy and poor access to formal credit
",D,Landlessness combined with limited financial literacy and poor access to formal credit
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Easy,1,What is the main goal of the BPL ?,To send as many migrants abroad as possible,"To promote safe, orderly, skilled, middleman free and low cost migration ",To reduce the number of migrants,To increase middlemen’s involvement,B,"To promote safe, orderly, skilled, middleman free and low cost migration "
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Easy,1,How does the BPL Sandbox reduce migration costs?,By using digital apps only,By eliminating unnecessary intermediaries,By increasing training fees,By charging extra for service,B,By eliminating unnecessary intermediaries
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Easy,1,What does BISD primarily do for BPL Sandbox candidates?,Provide training following BCA Syllabus and confirms NSDA certification,Manage visa approvals,Arrange travel tickets,Conduct online interviews,A,Provide advanced training and certification
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Easy,1,What is the primary focus of BPL’s work?,Agriculture development,Overseas employment and migration support,Tourism promotion,Microfinance lending,B,Overseas employment and migration support
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Easy,1,Who can receive BPL’s services?,Students only,Only government officials,Aspiring overseas job seekers,Tourists,C,Aspiring overseas job seekers
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Easy,1,What type of training does BPL arrange before sending candidates abroad?,Skill training,Pre-departure training ,Interview preparation training ,All of the above,D,All of the above
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Medium,1.5,The RPL program conducted by BPL in Bangladesh focuses on:,Recognizing prior learning and work experience,Rural population livelihood,Renewable power logistics,Regional placement linkages,A,Recognizing prior learning and work experience
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Medium,1.5,BPL’s Sandbox project aims to create models that can be:,Piloted and scaled for ethical recruitment,Used only once, Restricted to a single country,Focused on entertainment content,A,Piloted and scaled for ethical recruitment
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Medium,1.5,What kind of support does BPL provide after a migrant leaves Bangladesh?,Welfare follow-up,Passport renewal,Local business startup,Job changing guidelines ,A,Welfare follow-up
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Medium,1.5,Which statement is true about BPL’s recruitment process?,Candidates are guided from application to pre-departure stage,Only employers handle interviews,No verification is done,BPL sends workers without tests,A,Candidates are guided from application to pre-departure stage
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Medium,1.5,Which of the following organizations is not a Sandbox partner with BPL?,Asia Philanthropy Circle,BOP Hub,BRAC Migration Programme,World Vision,D,World Vision
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Medium,1.5,BPL’s training-to-placement approach helps ensure:,Any kind of migration,Better job readiness and smooth overseas transition,Only visa assistance,Internships only,A,Any kind of migration
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Hard,2,Which Singapore authority accredits the Skills Evaluation Certificate (Knowledge) test that BPL candidates take?,Building and Construction Authority (BCA),National Skill Development Authority (NSDA),Ministry of Manpower (MOM),Workforce Singapore (WSG),A,Building and Construction Authority (BCA)
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Hard,2,Which key global migration principle does BPL’s recruitment model align with?,"Global Compact for Safe, Orderly and Regular Migration (GCM)",International Tourism Accord,Regional Labor Charter,ASEAN Employment Pact,A,"Global Compact for Safe, Orderly and Regular Migration (GCM)"
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Hard,2,How many sectors does BPL sandbox cover?,Construction sector,Shipbuilding Sector,Service sector,None ,A,Construction sector 
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Hard,2,How can Bangladesh ensure its Skill certificates are accepted abroad without re-testing? ,Develop advocacy framework with WTO for skills recognition,Develop bilateral agreement between destination country Immigration,Develop mutual recognition arrangements with ASEAN,"Develop mutual recognition arrangements (MRAs) with EQF, AQRF,  and WSQ",D,"Develop mutual recognition arrangements(MRAs) with ASEAN Qualifications Reference Framework (AQRF), European Qualifications Framework (EQF), Japan’s National Occupational Skills Standards (JITCO/SSW), and,Singapore Workforce Skills Qualifications (WSQ)"
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Hard,2,"What governance and data systems are needed for a unified worker registry linking certification, migration history, and employer feedback?",Inter-Ministerial Coordination and Data Ownership,System for data tracibility only,"Unified worker registry is required to ensuring transparency, traceability, and trust across the entire migration value chain - from training and certification to overseas employment and reintegration",Negotiation among stakeholders,C,"Unified worker registry is required to ensuring transparency, traceability, and trust across the entire migration value chain - from training and certification to overseas employment and reintegration"
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Hard,2,Which factor most limits Bangladesh’s global skill recognition?,Absence of internationally benchmarked testing standards,Lack of worker demand abroad,Overdependence on domestic industries,Insufficient English-language training,A,Absence of internationally benchmarked testing standards
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Hard,2,What role can the private sector play in ensuring ethical migration ecosystems?,"Co-investing in transparent training, certification, and recruitment pathways",Leading recruitment without oversight,Managing visa approvals directly,Controlling wage payment mechanisms abroad,A,"Co-investing in transparent training, certification, and recruitment pathways"
BPL,BRAC PROBASHBANDHU LTD (BPL) (Migration Programme),Hard,2,"In a fully functional ethical migration model, what entity should verify job offers before deployment?",By the recruiting agent alone,Jointly by the sending-country authority and verified employer registry,By the training center manager,By the worker’s community leader,B,Jointly by the sending-country authority and verified employer registry
UPG,Ultra-Poor Graduation Programme,easy,1,In which year BRAC started the graduation approach?,2000,2002,2004,2006,B,2002
UPG,Ultra-Poor Graduation Programme,easy,1,What is the primary target audience of the UPG programme?,Small business owners,The ultra-poor / extreme poor,University students,Corporate employees,B,The ultra-poor / extreme poor
UPG,Ultra-Poor Graduation Programme,easy,1,"In the context of UPG, what is an example of ""Asset Transfer""?",Giving a bank loan,Giving a computer,Giving livestock (like a cow or goat),Giving a house,C,Giving livestock (like a cow or goat)
UPG,Ultra-Poor Graduation Programme,easy,1,Approximately how long does a standard Graduation cycle usually last?,6-12 months,12-18 months,18-24 months,24-28 months,C,To exit extreme poverty sustainably
UPG,Ultra-Poor Graduation Programme,easy,1,What is the main goal of the Graduation programme?,To provide free food forever,To create dependency on aid,To exit extreme poverty sustainably,To provide university degrees,C,To exit extreme poverty sustainably
UPG,Ultra-Poor Graduation Programme,easy,1,Which of these is a key pillar of the Graduation approach?,Stock market trading,Livelihood training,Software development,Tourism,B,Livelihood training
UPG,Ultra-Poor Graduation Programme,medium,1.5,What specific method is often used to identify the poorest households in a village?,Participatory Rural Appraisal (PRA),Online Application,Lottery system,First-come-first-served,A,Participatory Rural Appraisal (PRA)
UPG,Ultra-Poor Graduation Programme,medium,1.5,"Besides the asset, participants receive a ""subsistence allowance"" (stipend). What is its purpose?",To buy luxury items,To support consumption while the asset starts generating income,To pay back loans,To pay for travel,B,To support consumption while the asset starts generating income
UPG,Ultra-Poor Graduation Programme,medium,1.5,What is the role of the Village Social Solidarity Committee (VSSC) in the UPG model?,To collect taxes,To provide community support and protect the participants,To build roads,To audit the NGO,B,To provide community support and protect the participants
